Year-Month,Average Weekly Hours (Total Private) (Hours),Civilian Employment (Household Survey) (Thousands),Total Private Employment (CES) (Thousands),Mining & Logging Employment (Thousands),Construction Employment (Thousands),Manufacturing Employment (Thousands),"Trade, Transportation & Utilities Employment (Thousands)",Professional & Business Services Employment (Thousands),Education & Health Services Employment (Thousands),Leisure & Hospitality Employment (Thousands),Labor Force Participation Rate (Percent),Employment-Population Ratio (Percent),Prime-Age (25-54) LFPR (Percent),Multiple Jobholders (Thousands),Part-Time for Economic Reasons (Thousands),Full-Time Employment (Thousands),Unemployment Rate - White (Percent),Unemployment Rate - Black (Percent),Unemployment Rate - Hispanic (Percent),Unemployment Rate - Men 20+ (Percent),Manufacturing Employment (All) (Thousands),Total Nonfarm Payrolls (Thousands),Temporary Help Services Employment (Thousands),U-6 Unemployment Rate (Broad) (Percent),Unemployed 15 Weeks & Over (Thousands),Unemployed 15-26 Weeks (Thousands),Unemployed 27 Weeks & Over (Thousands),Unemployed 5-14 Weeks (Thousands),Unemployed Less Than 5 Weeks (Thousands),Unemployment Level (Thousands),Unemployment Rate (Percent),Construction Employment (Thousands),Education & Health Services (Thousands),Financial Activities Employment (Thousands),Goods-Producing Employment (Thousands),Information Employment (Thousands),Leisure & Hospitality (Thousands),Mining Employment (Thousands),Professional & Business Services (Thousands),Other Services Employment (Thousands),"Trade, Transport, Utilities Employment (Thousands)",Retail Trade Employment (Thousands),Wholesale Trade Employment (Thousands)
2005-02,,140385.0,109468.0,595.0,6699.0,14167.0,25308.0,16471.0,12151.0,5349.0,65.9,62.4,82.8,4250.0,2631.0,24621.0,4.6,10.9,6.3,17.5,14272.0,133034.0,2491.5,9.2,2896.0,1268.0,1628.0,2345.0,2749.0,7980.0,5.4,7153.0,17479.0,8147.0,22035.0,3057.0,12690.0,610.0,16798.0,5393.0,25691.0,15164.4,5658.6
2005-03,,140654.0,110211.0,602.0,6838.0,14199.0,25404.0,16620.0,12365.0,5372.0,65.9,62.4,82.6,4388.0,2689.0,24784.0,4.5,10.5,5.8,17.1,14268.0,133154.0,2491.9,9.1,2817.0,1157.0,1660.0,2328.0,2483.0,7737.0,5.2,7181.0,17506.0,8141.0,22065.0,3062.0,12718.0,616.0,16826.0,5386.0,25710.0,15165.9,5669.2
2005-04,,141254.0,111410.0,610.0,7128.0,14202.0,25581.0,16876.0,12711.0,5393.0,66.1,62.7,82.7,4278.0,2621.0,24549.0,4.4,10.3,6.4,17.8,14249.0,133520.0,2508.2,9.0,2678.0,1069.0,1609.0,2289.0,2688.0,7672.0,5.2,7266.0,17546.0,8151.0,22135.0,3066.0,12802.0,620.0,16888.0,5392.0,25786.0,15215.2,5681.1
2005-05,,141609.0,112217.0,622.0,7360.0,14244.0,25774.0,16904.0,13010.0,5407.0,66.1,62.8,82.9,4315.0,2678.0,24584.0,4.4,10.1,6.0,17.8,14255.0,133689.0,2505.9,8.9,2683.0,1145.0,1538.0,2231.0,2754.0,7651.0,5.1,7294.0,17607.0,8154.0,22170.0,3062.0,12797.0,621.0,16910.0,5384.0,25824.0,15232.1,5692.7
2005-06,,141714.0,113334.0,635.0,7574.0,14321.0,25935.0,17183.0,13413.0,5470.0,66.1,62.7,82.6,4432.0,2654.0,24350.0,4.3,10.2,5.7,16.3,14227.0,133948.0,2529.3,9.0,2405.0,1030.0,1375.0,2361.0,2659.0,7524.0,5.0,7333.0,17669.0,8173.0,22184.0,3057.0,12837.0,624.0,16999.0,5397.0,25869.0,15266.2,5703.2
2005-07,,142026.0,113344.0,637.0,7652.0,14249.0,25925.0,17186.0,13514.0,5467.0,66.1,62.8,82.8,4400.0,2766.0,24767.0,4.2,9.2,5.5,16.1,14225.0,134300.0,2538.8,8.8,2449.0,1068.0,1380.0,2368.0,2568.0,7406.0,5.0,7353.0,17719.0,8191.0,22204.0,3061.0,12867.0,626.0,17065.0,5403.0,25933.0,15307.7,5712.6
2005-08,,142434.0,113562.0,642.0,7704.0,14286.0,25950.0,17311.0,13497.0,5441.0,66.2,62.9,82.9,4491.0,2743.0,24851.0,4.2,9.7,5.8,16.1,14200.0,134502.0,2558.5,8.9,2569.0,1161.0,1407.0,2304.0,2570.0,7345.0,4.9,7394.0,17759.0,8214.0,22224.0,3063.0,12891.0,630.0,17124.0,5399.0,25965.0,15323.9,5722.6
2005-09,,142401.0,113162.0,646.0,7645.0,14232.0,25882.0,17331.0,13041.0,5378.0,66.1,62.8,82.9,4675.0,2922.0,25096.0,4.4,9.4,6.4,15.5,14173.0,134552.0,2600.1,9.0,2537.0,1098.0,1439.0,2294.0,2763.0,7553.0,5.0,7415.0,17793.0,8222.0,22223.0,3070.0,12862.0,635.0,17195.0,5397.0,25945.0,15297.6,5728.0
2005-10,,142548.0,113417.0,650.0,7679.0,14222.0,26026.0,17402.0,12782.0,5370.0,66.1,62.8,82.7,4269.0,2651.0,25074.0,4.4,9.1,6.0,16.1,14189.0,134641.0,2604.8,8.7,2492.0,1070.0,1422.0,2296.0,2719.0,7453.0,5.0,7460.0,17811.0,8257.0,22290.0,3055.0,12840.0,641.0,17216.0,5386.0,25957.0,15294.6,5736.0
2005-11,,142499.0,113824.0,651.0,7650.0,14216.0,26451.0,17432.0,12629.0,5373.0,66.0,62.7,82.7,4219.0,2612.0,24915.0,4.3,10.6,6.1,17.0,14184.0,134997.0,2630.9,8.7,2486.0,1116.0,1370.0,2282.0,2823.0,7566.0,5.0,7524.0,17861.0,8279.0,22355.0,3055.0,12884.0,647.0,17297.0,5394.0,26013.0,15325.6,5748.6
2005-12,,142752.0,113729.0,649.0,7425.0,14219.0,26651.0,17387.0,12609.0,5388.0,66.0,62.8,82.7,4115.0,2551.0,24674.0,4.2,9.2,6.1,14.9,14189.0,135159.0,2633.5,8.6,2429.0,1073.0,1356.0,2249.0,2588.0,7279.0,4.9,7533.0,17893.0,8285.0,22373.0,3052.0,12905.0,651.0,17330.0,5409.0,26033.0,15331.2,5761.0
2006-01,,143150.0,111575.0,639.0,7182.0,14091.0,25867.0,16988.0,12339.0,5355.0,66.0,62.9,82.8,4123.0,2623.0,24884.0,4.1,8.9,5.5,15.1,14208.0,135427.0,2624.2,8.4,2270.0,1100.0,1170.0,2194.0,2527.0,7064.0,4.7,7601.0,17946.0,8306.0,22465.0,3054.0,12945.0,656.0,17383.0,5424.0,26057.0,15318.9,5780.5
2006-02,,143457.0,112035.0,644.0,7218.0,14101.0,25695.0,17121.0,12438.0,5380.0,66.1,63.0,82.9,4174.0,2656.0,24731.0,4.1,9.5,5.4,15.3,14208.0,135733.0,2631.9,8.4,2546.0,1195.0,1350.0,2088.0,2577.0,7184.0,4.8,7664.0,17996.0,8335.0,22533.0,3052.0,12980.0,661.0,17444.0,5425.0,26090.0,15325.6,5796.5
2006-03,34.2,143741.0,112902.0,654.0,7337.0,14138.0,25828.0,17312.0,12674.0,5409.0,66.2,63.1,83.0,3972.0,2513.0,24542.0,4.0,9.5,5.2,16.1,14210.0,136038.0,2640.3,8.2,2373.0,1064.0,1309.0,1999.0,2659.0,7072.0,4.7,7689.0,18042.0,8352.0,22567.0,3055.0,13034.0,668.0,17530.0,5426.0,26129.0,15351.8,5811.9
2006-04,34.3,143761.0,113810.0,669.0,7557.0,14169.0,25912.0,17500.0,12960.0,5428.0,66.1,63.0,82.8,3900.0,2435.0,24325.0,4.1,9.4,5.5,14.6,14223.0,136210.0,2636.0,8.1,2353.0,1022.0,1331.0,2142.0,2665.0,7120.0,4.7,7726.0,18068.0,8374.0,22627.0,3047.0,13074.0,678.0,17552.0,5426.0,26123.0,15317.0,5823.7
2006-05,34.3,144089.0,114622.0,681.0,7779.0,14184.0,26069.0,17597.0,13268.0,5458.0,66.1,63.1,82.8,4111.0,2657.0,24989.0,4.1,8.7,5.0,14.0,14200.0,136249.0,2654.3,8.2,2303.0,969.0,1333.0,2189.0,2545.0,6980.0,4.6,7713.0,18100.0,8376.0,22594.0,3039.0,13052.0,681.0,17611.0,5435.0,26116.0,15285.6,5835.8
2006-06,34.4,144353.0,115556.0,696.0,7945.0,14299.0,26201.0,17857.0,13638.0,5507.0,66.2,63.1,82.8,4318.0,2737.0,24774.0,4.1,8.9,5.2,15.8,14210.0,136337.0,2648.7,8.4,2127.0,982.0,1145.0,2076.0,2705.0,7001.0,4.6,7699.0,18109.0,8366.0,22594.0,3036.0,13061.0,685.0,17680.0,5433.0,26136.0,15297.4,5839.9
2006-07,34.3,144202.0,115477.0,702.0,8013.0,14211.0,26156.0,17838.0,13790.0,5495.0,66.1,63.0,83.0,4303.0,2715.0,24477.0,4.1,9.5,5.2,15.9,14185.0,136529.0,2642.5,8.5,2289.0,986.0,1304.0,2126.0,2721.0,7175.0,4.7,7712.0,18133.0,8366.0,22587.0,3031.0,13130.0,690.0,17720.0,5428.0,26161.0,15298.9,5848.1
2006-08,34.3,144625.0,115635.0,705.0,8045.0,14242.0,26166.0,17944.0,13764.0,5473.0,66.2,63.1,82.9,4195.0,2687.0,24629.0,4.1,8.8,5.3,16.0,14154.0,136692.0,2651.4,8.4,2293.0,987.0,1306.0,2246.0,2603.0,7091.0,4.7,7720.0,18186.0,8372.0,22566.0,3035.0,13152.0,692.0,17766.0,5432.0,26172.0,15301.6,5856.3
2006-09,34.4,144815.0,115212.0,704.0,7952.0,14188.0,26132.0,17887.0,13322.0,5429.0,66.1,63.1,82.9,4115.0,2635.0,24549.0,3.9,9.0,5.5,16.3,14120.0,136826.0,2642.7,8.0,2231.0,986.0,1245.0,2053.0,2608.0,6847.0,4.5,7718.0,18251.0,8386.0,22533.0,3028.0,13150.0,695.0,17756.0,5447.0,26193.0,15304.8,5864.7
2006-10,34.3,145314.0,115407.0,709.0,7909.0,14110.0,26301.0,17954.0,13125.0,5442.0,66.2,63.3,82.9,4352.0,2842.0,24784.0,3.9,8.4,4.8,15.2,14068.0,136843.0,2630.3,8.2,2062.0,984.0,1078.0,2103.0,2616.0,6727.0,4.4,7682.0,18287.0,8381.0,22449.0,3024.0,13187.0,699.0,17760.0,5454.0,26233.0,15338.6,5863.1
2006-11,34.3,145534.0,115659.0,703.0,7772.0,14055.0,26761.0,17962.0,12994.0,5436.0,66.3,63.3,83.0,4190.0,2732.0,24958.0,4.0,8.5,5.1,14.8,14034.0,137060.0,2626.8,8.1,2159.0,1028.0,1131.0,2212.0,2511.0,6872.0,4.5,7666.0,18333.0,8391.0,22400.0,3024.0,13251.0,700.0,17828.0,5457.0,26293.0,15374.0,5875.0
2006-12,34.5,145970.0,115653.0,702.0,7585.0,14031.0,26980.0,17914.0,13005.0,5446.0,66.4,63.4,83.1,4187.0,2684.0,25226.0,3.9,8.3,5.0,14.6,14009.0,137249.0,2637.5,7.9,2083.0,990.0,1093.0,2047.0,2596.0,6762.0,4.4,7685.0,18377.0,8391.0,22398.0,3034.0,13292.0,704.0,17863.0,5466.0,26340.0,15375.3,5899.9
2007-01,34.3,146028.0,113342.0,690.0,7295.0,13892.0,26192.0,17539.0,12703.0,5394.0,66.4,63.3,83.4,4279.0,2759.0,24986.0,4.2,7.9,5.5,14.8,14004.0,137472.0,2652.7,8.3,2156.0,1015.0,1141.0,2267.0,2561.0,7116.0,4.6,7725.0,18413.0,8388.0,22434.0,3030.0,13338.0,705.0,17927.0,5466.0,26381.0,15411.5,5903.4
2007-02,34.3,146057.0,113563.0,694.0,7173.0,13881.0,26024.0,17644.0,12790.0,5426.0,66.3,63.3,83.2,4220.0,2719.0,25016.0,4.1,8.0,5.1,14.9,13993.0,137560.0,2642.9,8.1,2211.0,962.0,1249.0,2168.0,2574.0,6927.0,4.5,7626.0,18452.0,8393.0,22329.0,3034.0,13361.0,710.0,17960.0,5474.0,26426.0,15440.3,5918.0
2007-03,34.4,146320.0,114357.0,701.0,7353.0,13881.0,26185.0,17766.0,12987.0,5467.0,66.2,63.3,83.2,4253.0,2780.0,25144.0,3.8,8.4,5.0,14.9,13964.0,137784.0,2646.7,8.0,2255.0,1010.0,1245.0,2138.0,2307.0,6731.0,4.4,7706.0,18508.0,8383.0,22384.0,3030.0,13363.0,714.0,17990.0,5485.0,26492.0,15498.8,5921.5
2007-04,34.4,145586.0,115144.0,710.0,7518.0,13869.0,26265.0,17949.0,13260.0,5491.0,65.9,63.0,83.0,4313.0,2830.0,25143.0,4.0,8.3,5.6,15.9,13939.0,137847.0,2629.6,8.2,2281.0,1075.0,1206.0,2178.0,2456.0,6850.0,4.5,7686.0,18563.0,8364.0,22345.0,3035.0,13375.0,720.0,18008.0,5491.0,26491.0,15477.4,5937.2
2007-05,34.4,145903.0,116071.0,720.0,7733.0,13895.0,26461.0,18025.0,13630.0,5522.0,66.0,63.0,83.0,4473.0,2941.0,24932.0,3.9,8.3,5.8,15.9,13922.0,137992.0,2611.4,8.2,2231.0,1100.0,1132.0,2183.0,2464.0,6766.0,4.4,7673.0,18609.0,8370.0,22316.0,3040.0,13404.0,721.0,18042.0,5498.0,26520.0,15494.4,5945.0
2007-06,34.5,146063.0,116980.0,734.0,7926.0,13980.0,26569.0,18216.0,14012.0,5576.0,66.0,63.0,82.9,4342.0,2805.0,25435.0,4.1,8.5,5.5,16.3,13903.0,138070.0,2604.3,8.3,2281.0,1138.0,1143.0,2134.0,2551.0,6979.0,4.6,7687.0,18660.0,8369.0,22315.0,3038.0,13413.0,725.0,18053.0,5501.0,26514.0,15478.7,5956.1
2007-07,34.4,145905.0,116797.0,741.0,7957.0,13913.0,26520.0,18163.0,14092.0,5568.0,66.0,62.9,82.9,4410.0,2777.0,24897.0,4.2,8.1,5.9,15.3,13881.0,138044.0,2593.1,8.4,2364.0,1073.0,1291.0,2203.0,2502.0,7149.0,4.7,7660.0,18695.0,8370.0,22269.0,3037.0,13417.0,728.0,18057.0,5500.0,26528.0,15483.2,5962.2
2007-08,34.4,145682.0,116794.0,745.0,7932.0,13920.0,26531.0,18229.0,14045.0,5541.0,65.8,62.7,82.9,4576.0,2974.0,24753.0,4.2,7.6,5.5,15.9,13821.0,138013.0,2586.7,8.4,2333.0,1086.0,1246.0,2156.0,2614.0,7067.0,4.6,7610.0,18751.0,8342.0,22159.0,3028.0,13419.0,728.0,18067.0,5496.0,26525.0,15484.0,5961.4
2007-09,34.4,146244.0,116349.0,738.0,7838.0,13879.0,26507.0,18202.0,13637.0,5482.0,66.0,62.9,82.8,4521.0,3012.0,24996.0,4.2,8.0,5.9,15.9,13784.0,138099.0,2557.0,8.4,2355.0,1091.0,1264.0,2292.0,2557.0,7170.0,4.7,7577.0,18806.0,8317.0,22089.0,3031.0,13461.0,728.0,18066.0,5493.0,26557.0,15492.7,5962.7
2007-10,34.3,145946.0,116523.0,738.0,7796.0,13804.0,26618.0,18295.0,13441.0,5483.0,65.8,62.7,82.7,4325.0,2787.0,24680.0,4.1,8.5,5.7,15.4,13756.0,138175.0,2568.0,8.4,2300.0,1003.0,1298.0,2502.0,2545.0,7237.0,4.7,7565.0,18849.0,8304.0,22050.0,3028.0,13499.0,729.0,18101.0,5494.0,26553.0,15485.8,5970.0
2007-11,34.4,146595.0,116693.0,739.0,7647.0,13787.0,27097.0,18237.0,13278.0,5488.0,66.0,62.9,82.9,4494.0,3009.0,24758.0,4.2,8.5,5.9,16.2,13751.0,138290.0,2553.5,8.5,2366.0,992.0,1374.0,2241.0,2645.0,7240.0,4.7,7523.0,18875.0,8290.0,22008.0,3025.0,13535.0,734.0,18102.0,5507.0,26614.0,15549.8,5970.6
2007-12,34.4,146273.0,116541.0,738.0,7390.0,13768.0,27268.0,18217.0,13244.0,5493.0,66.0,62.7,83.1,4618.0,3143.0,24745.0,4.4,9.0,6.3,16.8,13739.0,138395.0,2541.9,8.8,2501.0,1177.0,1324.0,2376.0,2718.0,7645.0,5.0,7490.0,18924.0,8280.0,21968.0,3026.0,13550.0,739.0,18148.0,5515.0,26608.0,15544.7,5970.4
2008-01,34.4,146378.0,114001.0,730.0,7053.0,13611.0,26400.0,17775.0,12905.0,5445.0,66.2,62.9,83.3,4846.0,3324.0,25067.0,4.4,9.1,6.3,17.8,13717.0,138391.0,2548.8,9.1,2540.0,1152.0,1388.0,2406.0,2554.0,7685.0,5.0,7476.0,18976.0,8276.0,21939.0,3026.0,13542.0,746.0,18138.0,5520.0,26586.0,15525.5,5966.3
2008-02,34.4,146156.0,114034.0,731.0,6983.0,13570.0,26135.0,17797.0,12971.0,5482.0,66.0,62.8,83.2,4902.0,3297.0,24692.0,4.4,8.4,6.2,16.6,13690.0,138329.0,2505.9,9.0,2446.0,1116.0,1329.0,2370.0,2653.0,7497.0,4.9,7453.0,19019.0,8271.0,21890.0,3019.0,13543.0,747.0,18093.0,5532.0,26545.0,15490.6,5956.2
2008-03,34.4,146086.0,114522.0,741.0,7047.0,13551.0,26219.0,17836.0,13156.0,5518.0,66.1,62.7,83.3,4904.0,3325.0,24715.0,4.5,9.2,6.9,16.1,13650.0,138259.0,2485.8,9.1,2491.0,1168.0,1323.0,2537.0,2823.0,7822.0,5.1,7406.0,19069.0,8270.0,21810.0,3021.0,13531.0,754.0,18051.0,5539.0,26525.0,15479.9,5946.2
2008-04,34.4,146132.0,115045.0,744.0,7160.0,13507.0,26194.0,17989.0,13396.0,5539.0,65.9,62.7,83.1,5220.0,3573.0,25352.0,4.4,8.6,7.1,15.9,13589.0,138040.0,2463.2,9.2,2687.0,1314.0,1372.0,2574.0,2493.0,7637.0,5.0,7327.0,19129.0,8260.0,21671.0,3013.0,13511.0,755.0,18041.0,5540.0,26425.0,15396.7,5925.0
2008-05,34.4,145908.0,115588.0,760.0,7324.0,13520.0,26286.0,17959.0,13709.0,5555.0,66.1,62.5,83.1,5286.0,3644.0,25063.0,4.8,9.6,6.9,19.0,13555.0,137851.0,2428.0,9.7,2780.0,1219.0,1561.0,2476.0,3278.0,8395.0,5.4,7274.0,19166.0,8249.0,21593.0,3008.0,13498.0,764.0,17984.0,5532.0,26338.0,15334.0,5912.1
2008-06,34.3,145737.0,116167.0,774.0,7425.0,13570.0,26338.0,18054.0,14052.0,5598.0,66.1,62.4,83.1,5540.0,3911.0,25416.0,5.0,9.4,7.6,19.2,13494.0,137700.0,2403.1,10.0,2913.0,1337.0,1576.0,3016.0,2753.0,8575.0,5.6,7213.0,19232.0,8238.0,21475.0,3001.0,13482.0,768.0,17940.0,5525.0,26290.0,15310.0,5899.7
2008-07,34.3,145532.0,115837.0,783.0,7448.0,13462.0,26221.0,17976.0,14129.0,5593.0,66.1,62.2,83.1,5930.0,4307.0,25288.0,5.2,10.0,7.5,20.7,13419.0,137497.0,2369.5,10.5,3114.0,1450.0,1664.0,2833.0,2854.0,8937.0,5.8,7160.0,19283.0,8218.0,21349.0,2987.0,13463.0,770.0,17881.0,5522.0,26226.0,15270.2,5878.3
2008-08,34.3,145203.0,115640.0,796.0,7435.0,13449.0,26140.0,17961.0,14056.0,5557.0,66.1,62.0,83.2,5851.0,4186.0,25595.0,5.4,10.6,8.0,18.6,13348.0,137211.0,2338.8,10.8,3420.0,1554.0,1866.0,2758.0,3256.0,9438.0,6.1,7114.0,19339.0,8205.0,21242.0,2972.0,13431.0,780.0,17817.0,5512.0,26126.0,15209.3,5857.3
2008-09,34.2,145076.0,114756.0,795.0,7305.0,13366.0,25975.0,17861.0,13563.0,5503.0,66.0,61.9,83.1,6148.0,4290.0,25327.0,5.4,11.3,8.0,19.1,13267.0,136760.0,2305.9,11.1,3626.0,1599.0,2027.0,3035.0,2848.0,9494.0,6.1,7044.0,19343.0,8171.0,21095.0,2962.0,13379.0,784.0,17748.0,5512.0,26013.0,15143.5,5845.8
2008-10,34.3,144802.0,114487.0,790.0,7208.0,13204.0,25990.0,17850.0,13300.0,5511.0,66.0,61.7,83.0,6690.0,4836.0,25508.0,5.9,11.4,8.8,20.0,13138.0,136291.0,2231.2,11.8,3990.0,1710.0,2280.0,3055.0,3170.0,10074.0,6.5,6967.0,19358.0,8137.0,20886.0,2951.0,13352.0,781.0,17640.0,5516.0,25902.0,15081.9,5808.3
2008-11,34.1,144100.0,113694.0,783.0,6945.0,13075.0,26130.0,17603.0,13040.0,5458.0,65.9,61.4,83.0,7311.0,5433.0,25666.0,6.2,11.5,8.7,20.3,13026.0,135541.0,2127.1,12.7,3923.0,1704.0,2219.0,3260.0,3335.0,10538.0,6.8,6813.0,19397.0,8098.0,20615.0,2931.0,13300.0,776.0,17468.0,5476.0,25696.0,14953.1,5770.7
2008-12,33.9,143369.0,112796.0,768.0,6612.0,12873.0,26141.0,17408.0,12959.0,5425.0,65.8,61.0,82.8,8029.0,5997.0,26333.0,6.7,12.1,9.4,20.5,12842.0,134847.0,2050.5,13.6,4547.0,1936.0,2610.0,3498.0,3255.0,11286.0,7.3,6701.0,19438.0,8067.0,20313.0,2911.0,13256.0,770.0,17337.0,5446.0,25523.0,14847.5,5730.1
2009-01,34.0,142152.0,109551.0,745.0,6154.0,12440.0,25171.0,16868.0,12607.0,5353.0,65.7,60.6,82.8,8046.0,6019.0,26377.0,7.1,12.7,10.1,20.7,12552.0,134079.0,1967.0,14.1,4764.0,2065.0,2699.0,3662.0,3524.0,12058.0,7.8,6567.0,19494.0,8018.0,19879.0,2891.0,13222.0,760.0,17183.0,5430.0,25383.0,14763.8,5697.3
2009-02,34.0,141640.0,108921.0,732.0,6000.0,12255.0,24832.0,16729.0,12616.0,5360.0,65.8,60.3,82.8,8796.0,6602.0,26722.0,7.6,13.7,11.3,22.3,12371.0,133318.0,1898.3,15.1,5455.0,2456.0,2999.0,3936.0,3450.0,12898.0,8.3,6446.0,19508.0,7970.0,19565.0,2878.0,13193.0,748.0,16988.0,5411.0,25229.0,14680.6,5650.1
2009-03,33.8,140707.0,108699.0,714.0,5950.0,12101.0,24762.0,16659.0,12748.0,5360.0,65.6,59.9,82.6,9145.0,6972.0,27069.0,8.0,13.7,11.7,22.2,12196.0,132494.0,1835.8,15.8,5886.0,2625.0,3260.0,4122.0,3465.0,13426.0,8.7,6291.0,19514.0,7929.0,19214.0,2864.0,13127.0,727.0,16837.0,5383.0,25066.0,14594.3,5607.8
2009-04,33.8,140656.0,108748.0,700.0,6009.0,11946.0,24687.0,16699.0,12977.0,5369.0,65.7,59.8,82.8,8908.0,6755.0,27279.0,8.1,15.0,11.4,22.2,12017.0,131822.0,1778.1,15.9,6385.0,2634.0,3752.0,4138.0,3338.0,13853.0,9.0,6154.0,19519.0,7873.0,18881.0,2832.0,13056.0,710.0,16703.0,5372.0,24909.0,14530.6,5562.4
2009-05,33.8,140248.0,109089.0,692.0,6139.0,11818.0,24788.0,16637.0,13337.0,5390.0,65.7,59.6,82.9,9113.0,6838.0,27239.0,8.5,15.0,12.3,23.4,11850.0,131466.0,1773.7,16.5,7022.0,3049.0,3973.0,4458.0,3246.0,14499.0,9.4,6100.0,19581.0,7842.0,18644.0,2807.0,13106.0,694.0,16652.0,5368.0,24849.0,14514.9,5536.4
2009-06,33.7,140009.0,109369.0,692.0,6202.0,11780.0,24842.0,16643.0,13656.0,5442.0,65.7,59.4,82.9,9024.0,6772.0,27459.0,8.7,14.8,12.1,24.7,11713.0,131008.0,1753.8,16.5,7837.0,3488.0,4349.0,4052.0,3114.0,14707.0,9.5,6010.0,19619.0,7820.0,18409.0,2795.0,13076.0,686.0,16547.0,5371.0,24795.0,14501.7,5512.6
2009-07,33.8,139901.0,109057.0,691.0,6203.0,11692.0,24686.0,16624.0,13746.0,5440.0,65.5,59.3,82.8,8891.0,6902.0,27737.0,8.7,14.8,12.5,24.3,11654.0,130662.0,1762.3,16.4,7839.0,2923.0,4917.0,3505.0,3137.0,14601.0,9.5,5932.0,19632.0,7805.0,18264.0,2778.0,13078.0,678.0,16524.0,5368.0,24692.0,14446.8,5488.0
2009-08,33.8,139492.0,108867.0,681.0,6158.0,11710.0,24661.0,16634.0,13675.0,5404.0,65.4,59.1,82.8,9029.0,6760.0,27509.0,8.9,14.8,13.0,25.0,11612.0,130472.0,1758.7,16.7,7828.0,2791.0,5037.0,3927.0,2940.0,14814.0,9.6,5855.0,19676.0,7780.0,18136.0,2767.0,13046.0,669.0,16515.0,5359.0,24656.0,14438.7,5470.9
2009-09,33.9,138818.0,108280.0,678.0,6036.0,11673.0,24560.0,16604.0,13245.0,5344.0,65.1,58.7,82.5,8847.0,6494.0,27273.0,8.9,15.3,12.6,25.9,11580.0,130246.0,1778.3,16.7,8402.0,2908.0,5494.0,3775.0,2841.0,15009.0,9.8,5787.0,19695.0,7769.0,18034.0,2769.0,13054.0,667.0,16522.0,5353.0,24599.0,14406.6,5454.3
2009-10,33.8,138432.0,108266.0,669.0,5958.0,11594.0,24600.0,16723.0,12956.0,5332.0,65.0,58.5,82.5,8979.0,6681.0,27462.0,9.2,15.8,12.8,27.2,11527.0,130061.0,1811.2,17.1,8648.0,3006.0,5643.0,3552.0,3223.0,15352.0,10.0,5716.0,19731.0,7750.0,17904.0,2764.0,12995.0,661.0,16543.0,5334.0,24516.0,14358.2,5434.6
2009-11,33.9,138659.0,108214.0,669.0,5822.0,11537.0,24905.0,16727.0,12735.0,5309.0,65.0,58.6,82.4,9114.0,6610.0,27327.0,9.2,15.7,12.4,26.9,11498.0,130057.0,1868.2,17.1,8755.0,2847.0,5908.0,3457.0,2816.0,15219.0,9.9,5696.0,19768.0,7755.0,17858.0,2752.0,12986.0,664.0,16601.0,5324.0,24480.0,14340.4,5424.0
2009-12,33.9,138013.0,107831.0,661.0,5566.0,11480.0,25033.0,16676.0,12631.0,5299.0,64.6,58.3,82.0,9098.0,6392.0,27479.0,9.0,16.1,12.8,26.7,11465.0,129808.0,1905.5,17.2,8835.0,2712.0,6122.0,3457.0,2879.0,15098.0,9.9,5654.0,19802.0,7744.0,17782.0,2745.0,12944.0,663.0,16605.0,5320.0,24384.0,14309.1,5410.2
2010-01,34.0,138438.0,105428.0,652.0,5197.0,11344.0,24237.0,16326.0,12315.0,5249.0,64.8,58.5,82.4,8530.0,6036.0,27781.0,8.8,16.5,12.9,26.1,11447.0,129802.0,1954.6,16.6,8894.0,2574.0,6319.0,3390.0,2921.0,15046.0,9.8,5580.0,19829.0,7733.0,17693.0,2739.0,12932.0,666.0,16627.0,5325.0,24433.0,14358.8,5389.2
2010-02,33.8,138581.0,105476.0,659.0,5088.0,11327.0,24037.0,16395.0,12359.0,5265.0,64.9,58.5,82.3,8936.0,6281.0,27627.0,8.9,16.1,12.7,25.6,11439.0,129706.0,1965.5,17.0,8922.0,2793.0,6129.0,3390.0,2807.0,15113.0,9.8,5500.0,19843.0,7726.0,17613.0,2737.0,12927.0,674.0,16646.0,5317.0,24421.0,14357.8,5379.1
2010-03,34.0,138751.0,106160.0,668.0,5213.0,11353.0,24167.0,16452.0,12578.0,5304.0,64.9,58.5,82.4,9233.0,6362.0,27558.0,8.9,16.8,12.9,26.2,11439.0,129866.0,1993.0,17.1,9087.0,2542.0,6545.0,3294.0,2769.0,15202.0,9.9,5537.0,19896.0,7709.0,17657.0,2719.0,12943.0,681.0,16629.0,5328.0,24467.0,14392.2,5379.1
2010-04,34.1,139297.0,107203.0,677.0,5418.0,11411.0,24261.0,16717.0,12915.0,5331.0,65.2,58.7,82.6,9178.0,6330.0,27386.0,9.0,16.6,12.5,25.4,11475.0,130120.0,2021.7,17.2,9130.0,2330.0,6800.0,3086.0,2725.0,15325.0,9.9,5553.0,19907.0,7711.0,17715.0,2714.0,12979.0,687.0,16721.0,5335.0,24469.0,14388.3,5379.6
2010-05,34.2,139241.0,107912.0,695.0,5561.0,11485.0,24430.0,16749.0,13243.0,5350.0,64.9,58.6,82.3,8845.0,6168.0,26692.0,8.7,15.5,12.0,26.5,11511.0,130642.0,2066.1,16.7,8897.0,2260.0,6638.0,3127.0,2773.0,14849.0,9.6,5520.0,19934.0,7698.0,17727.0,2708.0,13012.0,696.0,16756.0,5328.0,24483.0,14396.5,5374.5
